INFORMCION GENERAL,,,,,,,,,,DATOS DEL PROPIETARIO,CARACTERISTICAS,,,,,,,,,,,,,SITUACION ,,,,,,,,,,,,,
NO. DE EXPEDIENTE,TIPO AERÓDROMO,DESIGNADOR,NOMBRE,ESTADO,MUNICIPIO,TIPO DE OPERACIÓN,TIPO DE SERVICIO,CLASIFICACION,CLAVE DE REFERENCIA,NOMBRE,ELEV (M),SISTEMA,"LATITUD
°","LATITUD
'","LATITUD
''","LONGITUD
°","LONGITUD
'","LONGITUD
''",ORIENTACION 1A,ORIENTACION 2A,LONGITUD DE PISTA A,ANCHO DE PISTA A,TIPO DE SUPERFICIE A,FECHA DE EXPEDICIÓN,DURACIÓN DEL PERMISO/  AUTORIZACIÓN,FECHA DE  VENCIMIENTO,MES,AÑO,¿VIGENTE?,SITUACIÓN,AEROPUERTO DE CORDINACIÓN,,,,,,
SP 1179,AERÓDROMO,SGU,SANTO DOMINGO,SONORA,CUCURPE,DIURNO,SERVICIO PARTICULAR,TERRESTRE,1-A,EMILIO ACUÑA PERALTA ,"1,085.00",WGS 84,30,27,58.95,110,32,7.02,NO APLICA,NO APLICA,564.38,40.00,TERRACERÍA,SIN AUTORIZACIÓN,,SIN AUTORIZACIÓN,,,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE NOGALES, SONORA",,,,,,
SP 1180,AERÓDROMO,ENW,PALO BLANCO,BAJA CALIFORNIA SUR,COMONDÚ,DIURNO,SERVICIO PARTICULAR,TERRESTRE,1-A,EJIDO LA PURISIMA,160.00,NAD 27,26,8,57.00,112,6,44.00,NO APLICA,NO APLICA,"1,000.00",18.00,TERRACERÍA,30/07/2009,180 DÍAS,30/01/2010,ENE,2010,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE LORETO, BAJA CALIFORNIA SUR",,,,,,
SP 1181,AERÓDROMO,EDO,EL LLANO DE LA VEGA DEL OSO,DURANGO,TOPIA,DIURNO,SERVICIO PARTICULAR,TERRESTRE,1-A,FLORENTINO PRIETO BELTRAN,670.00,,25,20,21.00,106,44,4.00,NO APLICA,NO APLICA,420.00,8.00,TERRACERÍA,17/12/2001,90 DÍAS,SIN AUTORIZACIÓN,MAR,2002,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE DURANGO, DURANGO",,,,,,
HP 1182,HELIPUERTO,,HOTEL SOLARIS,MORELOS,TLALTIZAPAN,DIURNO,SERVICIO PARTICULAR,ELEVADO,H-1,"CLUB PARADORES INTERNACIONALES, S.A. DE C.V.","1,100.00",WGS 84,18,42,34.50,99,7,9.90,,,,,,SIN AUTORIZACIÓN,,SIN AUTORIZACIÓN,ENE,1997,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE CUERNAVACA, MORELOS",,,,,,
SP 1183,AERÓDROMO,BAK,BACOACHI,SONORA,BACOACHI,DIURNO,SERVICIO PARTICULAR,TERRESTRE,2-C,H. AYUNTAMIENTO CONSTITUCIONAL DE BACOACHI,"1,059.00",WGS 84,30,38,47.37,109,58,32.57,NO APLICA,NO APLICA,"1,180.00",25.00,TERRACERÍA,SIN AUTORIZACIÓN,,SIN AUTORIZACIÓN,ENE,2008,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE HERMOSILLO, SONORA",,,,,,
SP 1184,AERÓDROMO,ESC,ESCARCEGA,CAMPECHE,ESCARCEGA,DIURNO,SERVICIO PARTICULAR,TERRESTRE,2-B,GOBIERNO DEL ESTADO DE CAMPECHE,82.00,WGS 84,18,36,12.00,90,42,55.00,10,28,"1,100.00",17.00,ASFALTO,22/11/2019,180 DIAS,22/05/2020,MAY,2020,NO,EN TRAMITE,"AEROPUERTO INTERNACIONAL DE CAMPECHE, CAMPECHE",,,,,,
SP 1185,AERÓDROMO,PZA,PALIZADA,CAMPECHE,PALIZADA,DIURNO,SERVICIO PARTICULAR,TERRESTRE,2-B,GOBIERNO DEL ESTADO DE CAMPECHE,1.00,WGS 84,18,16,4.10,92,5,26.63,16,34,"1,128.00",9.00,ASFALTO,17/11/2017,180 DIAS,17/05/2018,MAY,2018,NO,EN TRAMITE,"AEROPUERTO INTERNACIONAL DE CAMPECHE, CAMPECHE",,,,,,
SP 1186,AERÓDROMO,XJL,XPUJIL,CAMPECHE,CALAKMUL,DIURNO,SERVICIO PARTICULAR,TERRESTRE,2-B,GOBIERNO DEL ESTADO DE CAMPECHE,264.00,WGS 84,18,30,39.95,89,24,7.88,9,27,"1,180.00",16.00,ASFALTO,23/01/2019,180 DIAS,23/06/2019,JUN,2019,NO,EN TRAMITE,"AEROPUERTO INTERNACIONAL DE CAMPECHE, CAMPECHE",,,,,,
HP 1187,HELIPUERTO,HXP,PERLA,SINALOA,CULIACAN,DIURNO,SERVICIO PARTICULAR,SUPERFICIE,H-1,"AEROTAXIS PERLA, S.A. DE C.V.",100.00,,24,52,44.50,107,21,13.40,,,,,,SIN AUTORIZACIÓN,,SIN AUTORIZACIÓN,ENE,2008,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE CULIACAN, SINALOA",,,,,,
SP 1188,AERÓDROMO,ALA,ALAMOS,SONORA,ALAMOS,DIURNO,SERVICIO PARTICULAR,TERRESTRE,2-B,"H. AYUNTAMIENTO DE ALAMOS, SONORA",405.00,WGS 84,27,2,18.00,108,56,51.00,13,31,"1,326.00",25.00,ASFALTO,01/12/2022,15 AÑOS,01/12/2037,DIC,2037,SI,VIGENTE,"AEROPUERTO INTERNACIONAL DE CIUDAD OBREGON, SONORA",,,,,,
HP 1189,HELIPUERTO,HTX,TORRE TELMEX,CIUDAD DE MÉXICO,CUAUHTÉMOC,DIURNO,SERVICIO PARTICULAR,ELEVADO,H-1,"TELEFONOS DE MEXICO, S.A.B. DE C.V.","2,309.20",NAD 27,19,26,4.21,99,10,0.80,,,,,,23/08/2013,15 AÑOS,23/08/2028,AGO,2028,SI,VIGENTE,"AEROPUERTO INTERNACIONAL DE LA CIUDAD DE MEXICO, CIUDAD DE MEXICO",,,,,,
SP 1190,AERÓDROMO,EPU,EL PUMA,TAMAULIPAS,SOTO LA MARINA,DIURNO,SERVICIO PARTICULAR,TERRESTRE,2-A,"RANCHO EL PUMA, S.A. DE C.V.",15.00,,23,46,38.00,97,57,19.00,NO APLICA,NO APLICA,"1,200.00",20.00,TERRACERÍA,28/07/2006,180 DÍAS,28/01/2007,ENE,2007,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE TAMPICO, TAMAULIPAS",,,,,,
HP 1191,BARCO-HELIPUERTO,HMY,TITI I (ANTES CHAC MOOL),SINALOA,MAZATLÁN,DIURNO,SERVICIO PARTICULAR,HELIPUERTO MIXTO,H-1,"PESCA INDUSTRIAL ATUNERA DE ALTURA, S.A. DE C.V.",0.00,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,,,,,,01/12/2018,15 AÑOS,01/12/2033,DIC,2033,SI,VIGENTE,"AEROPUERTO INTERNACIONAL DE CULIACAN, SINALOA",,,,,,
SP 1192,AERÓDROMO,MOA,MELITON ALBAÑEZ,BAJA CALIFORNIA SUR,LA PAZ,DIURNO,SERVICIO PARTICULAR,TERRESTRE,2-C,"GREENVER, S.A. DE C.V.",25.00,NAD 27,23,39,56.00,110,26,30.00,NO APLICA,NO APLICA,"1,200.00",30.00,TERRACERÍA,29/03/2004,180 DÍAS,29/09/2004,SEP,2004,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE LA PAZ, BAJA CALIFORNIA SUR",,,,,,
HP 1193,HELIPUERTO,HMW,MICARE,COAHUILA,NAVA,DIURNO,SERVICIO PARTICULAR,SUPERFICIE,H-1,"MINERA CARBONIFERA RIO ESCONDIDO, S.A. DE C.V.",302.00,,28,30,31.58,100,42,13.97,,,,,,SIN AUTORIZACIÓN,,SIN AUTORIZACIÓN,ENE,2008,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE PIEDRAS NEGRAS, COAHUILA",,,,,,
HP 1194,HELIPUERTO,HZT,TV AZTECA,CIUDAD DE MÉXICO,TLALPAN,DIURNO,SERVICIO PARTICULAR,ELEVADO,H-1,"SERVICIOS AEREOS NOTICIOSOS, S.A. DE C.V.","2,440.00",WGS 84,19,18,17.10,99,12,37.20,,,,,,30/03/2020,15 AÑOS,30/03/2035,MAR,2035,SI,VIGENTE,"AEROPUERTO INTERNACIONAL DE LA CIUDAD DE MEXICO, CIUDAD DE MEXICO",,,,,,
SP 1195,AERÓDROMO,IEM,LABORATORIO DEL DESIERTO,DURANGO,MAPIMI,DIURNO,SERVICIO PARTICULAR,TERRESTRE,1-A,"INSTITUTO DE ECOLOGIA, A.C.","1,155.00",WGS 84,26,41,34.60,103,44,49.40,NO APLICA,NO APLICA,700.00,15.00,TERRACERÍA,15/12/2001,5 AÑOS,15/12/2006,DIC,2006,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE DURANGO, DURANGO",,,,,,
SP 1196,AERÓDROMO,LND ,RANCHO LA ENCANTADA,TAMAULIPAS,SAN FERNANDO,DIURNO,SERVICIO PARTICULAR,TERRESTRE,1-A,GUILLERMO OSUNA SAENZ,40.00,,24,23,8.00,97,56,39.00,NO APLICA,NO APLICA,900.00,10.00,TERRACERÍA,18/05/2000,5 AÑOS,18/05/2005,MAY,2005,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE MATAMOROS, TAMAULIPAS",,,,,,
SP 1197,AERÓDROMO,EZO,EL ZORRILLO,CHIHUAHUA,GUADALUPE Y CALVO,DIURNO,SERVICIO PARTICULAR Y A TERCEROS,TERRESTRE,1-A,COMISARIA EJIDAL DE EL PINITO,"2,580.00",WGS 84,26,3,18.64,106,58,14.32,,,"1,700.00",20.00,CONCRETO,29/11/2018,15 AÑOS,29/11/2033,NOV,2033,SI,VIGENTE,"AEROPUERTO INTERNACIONAL DE CHIHUAHUA, CHIHUAHUA",,,,,,
SP 1198,AERÓDROMO,LMO,LIC. FRANCISCO PRIMO DE VERDAD Y RAMOS,JALISCO,LAGOS DE MORENO,DIURNO,SERVICIO PARTICULAR,TERRESTRE,1-A,"PRESIDENCIA MUNICIPAL DE LAGOS DE MORENO, JALISCO","1,883.00",WGS 84,21,15,41.49,101,56,32.14,1,19,820.00,18.00,ASFALTO,07/05/2015,15 AÑOS,07/05/2030,MAY,2030,SI,VIGENTE,"AEROPUERTO INTERNACIONAL DE GUANAJUATO, GUANAJUATO",,,,,,
SP 1199,AERÓDROMO,CYS,COYOTES,DURANGO,PUEBLO NUEVO,DIURNO,SERVICIO PARTICULAR,TERRESTRE,1-A,"PORTEADORA DE COSALA, S.A. DE C.V.","2,194.56",,23,51,47.00,105,18,29.80,NO APLICA,NO APLICA,750.00,30.00,TERRACERÍA,15/08/2000,5 AÑOS,15/08/2005,AGO,2005,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE DURANGO, DURANGO",,,,,,
SP 1200,AERÓDROMO,BHO,BACHOCO,SINALOA,NAVOLATO,DIURNO,SERVICIO PARTICULAR,TERRESTRE,2-B,"SERVICIOS AEREOS EJECUTIVOS Y AGRICOLAS, S.A. DE C.V.",10.00,WGS 84,24,47,51.20,107,50,24.30,17,35,"1,000.00",15.00,CONCRETO,11/04/2022,15 AÑOS,11/04/2037,ABR,2037,SI,VIGENTE,"AEROPUERTO INTERNACIONAL DE CULIACAN, SINALOA",,,,,,
SP 1202,AERÓDROMO,CHY,COAHUAYANA,MICHOACÁN,COAHUAYANA,DIURNO,SERVICIO PARTICULAR,TERRESTRE,3-B,C ROBERTO NEVAREZ DOMINGUEZ,60.00,WGS 84,18,41,7.00,103,40,29.00,4,22,"1,500.00",20.00,ASFALTO,29/06/2022,15 AÑOS,29/06/2037,JUN,2037,SI,VIGENTE,"AEROPUERTO DE URUAPAN, MICHOACAN",,,,,,
SP 1203,AERÓDROMO,TME,TAMEAPA,SINALOA,BADIRAGUATO,DIURNO,SERVICIO PARTICULAR,TERRESTRE,1-A,AIDA MARLEN QUINTERO RIVERA,NO DISPONIBLE,,25,38,57.40,107,22,51.30,NO APLICA,NO APLICA,420.00,20.00,,01/06/2006,180 DÍAS,01/12/2006,DIC,2006,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE CULIACAN, SINALOA",,,,,,
SP 1204,AERÓDROMO,CDB ,EL CEDRO ,SINALOA,BADIRAGUATO,DIURNO,SERVICIO PARTICULAR,TERRESTRE,1-A,"TAXI AEREO NACIONAL DEL EVORA, S.A. DE C.V.","1,020.00",,26,4,36.00,107,28,17.00,NO APLICA,NO APLICA,500.00,6.00,TERRACERÍA,01/06/2005,180 DÍAS,01/12/2005,DIC,2005,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE LOS MOCHIS, SINALOA",,,,,,
SP 1205,AERÓDROMO,TRG,EL TRIGO,SINALOA,BADIRAGUATO,DIURNO,SERVICIO PARTICULAR,TERRESTRE,1-A,"TAXI AEREO NACIONAL DEL EVORA, S.A. DE C.V.",NO DISPONIBLE,,26,3,0.00,107,30,30.00,NO APLICA,NO APLICA,285.00,15.00,TERRACERÍA,SIN AUTORIZACIÓN,,SIN AUTORIZACIÓN,ENE,2008,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE LOS MOCHIS, SINALOA",,,,,,
HP 1206,HELIPUERTO,PFP,PFP,CIUDAD DE MÉXICO,MAGDALENA CONTRERAS,DIURNO,SERVICIO PARTICULAR,ELEVADO,H-2,"POLICIA FEDERAL, SECRETARIA DE SEGURIDAD PUBLICA SSP","2,472.00",WGS 84,19,18,59.00,99,13,13.00,,,,,,14/06/2000,90 DÍAS,SIN AUTORIZACIÓN,SEP,2000,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE LA CIUDAD DE MEXICO, CIUDAD DE MEXICO",,,,,,
SP 1207,AERÓDROMO,ELD,AEROFUMIGACIONES LA 300,SINALOA,ANGOSTURA,DIURNO,SERVICIO PARTICULAR,TERRESTRE,1-A,VÍCTOR HUGO SÁNCHEZ ROMÁN,16.00,WGS 84,25,14,46.40,108,5,37,NO APLICA,NO APLICA,500,14,TERRACERÍA,26/03/2012,180 DÍAS,26/09/2012,SEP,2012,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE GUAYMAS, SONORA",,,,,,
SP 1208,AERÓDROMO,XLS,XPUJIL,VERACRUZ,PLAYA VICENTE,DIURNO,SERVICIO PARTICULAR,TERRESTRE,1-B,MARCELO ARRONIZ SERRANO,55.00,WGS 84,17,47,28.00,95,51,55.90,NO APLICA,NO APLICA,900.00,20.00,TERRACERÍA,11/10/2004,180 DÍAS,11/04/2005,ABR,2005,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE VERACRUZ, VERACRUZ",,,,,,
HP 1209,BARCO-HELIPUERTO,HMK,MAZATLAN,SINALOA,MAZATLÁN,DIURNO,SERVICIO PARTICULAR,HELIPUERTO MIXTO,H-1,"PESCA AZTECA, S.A. DE C.V.",0.00,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,,,,,,18/04/2018,15 AÑOS,18/04/2033,ABR,2033,SI,VIGENTE ,"AEROPUERTO INTERNACIONAL DE MAZATLAN, SINALOA",,,,,,
SP 1210,AERÓDROMO,QUI,AEROFUMIGACIONES QUILA,SINALOA,CULIACAN,DIURNO,SERVICIO PARTICULAR,TERRESTRE,1-A,MARIA IRENE SANCHEZ ARREOLA,128.00,WGS 84,24,26,44.2,107,11,41.2,NO APLICA,NO APLICA,913.00,20.00,TERRACERÍA,29/09/2009,180 DÍAS,29/03/2010,MAR,2010,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE CULIACAN, SINALOA",,,,,,
SP 1211,AERÓDROMO,NWB,EL PRETEXTO,TAMAULIPAS,LLERA,DIURNO,SERVICIO PARTICULAR,TERRESTRE,1-A,"BORDERS MELON, S.P.R. DE R.L.",182.00,WGS 84,23,14,5.94,98,48,20.76,18,36,800.00,40.00,ASFALTO,03/09/2018,15 AÑOS,03/09/2033,SEP,2033,SI,VIGENTE,"AEROPUERTO DE CIUDAD VICTORIA, TAMAULIPAS",,,,,,
HP 1212,BARCO-HELIPUERTO,HAK,CONSTANZA (ANTES ATILANO CASTAÑO),SINALOA,MAZATLÁN,DIURNO,SERVICIO PARTICULAR,HELIPUERTO MIXTO,H-1,"COMEXTUN, S.A. DE C.V.",5.00,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,,,,,,24/02/2017,15 AÑOS,24/02/2032,FEB,2032,SI,VIGENTE,"AEROPUERTO INTERNACIONAL DE MAZATLAN, SINALOA",,,,,,
HP 1213,BARCO-HELIPUERTO,HWG,ATUNERA GABIERO,SINALOA,MAZATLÁN,DIURNO,SERVICIO PARTICULAR,HELIPUERTO MIXTO,H-1,"ATUNERA GABIERO, S.A. DE C.V",0.00,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,,,,,,SIN AUTORIZACIÓN,,SIN AUTORIZACIÓN,NOV,2008,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE MAZATLAN, SINALOA",,,,,,
SP 1214,AERÓDROMO,SDM,SANTO DOMINGO,CHIHUAHUA,GUADALUPE Y CALVO,DIURNO,SERVICIO PARTICULAR,TERRESTRE,1-A,EJIDO SANTO DOMINGO,NO DISPONIBLE,,26,9,30.00,107,9,0.00,NO APLICA,NO APLICA,,,,18/04/2007,180 DÍAS,18/10/2007,OCT,2007,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE CHIHUAHUA, CHIHUAHUA",,,,,,
SP 1215,AERÓDROMO,CSY,CIENEGA DE SILVA,CHIHUAHUA,GUADALUPE Y CALVO,DIURNO,SERVICIO PARTICULAR,TERRESTRE,1-A,EJIDO DE ALICITOS,"1,365.00",WGS 84,25,51,20.55,107,9,8.16,1,19,445.00,15.00,TERRACERÍA,06/02/2018,15 AÑOS,06/02/2033,FEB,2033,SI,VIGENTE,"AEROPUERTO INTERNACIONAL DE CHIHUAHUA, CHIHUAHUA",,,,,,
SP 1216,AERÓDROMO,TCS,TECUIXIAPA,SINALOA,BADIRAGUATO,DIURNO,SERVICIO PARTICULAR,TERRESTRE,1-A,"AEROTAXIS DE GUAMUCHIL, S.A. DE C.V.",577.00,WGS 84,25,51,11.00,107,23,4.00,NO APLICA,NO APLICA,600.00,9.00,TERRACERÍA,17/08/2007,5 AÑOS,17/08/2012,AGO,2012,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE CULIACAN, SINALOA",,,,,,
SP 1217,AERÓDROMO,CJC,EL CAJONCITO,CHIHUAHUA,GUADALUPE Y CALVO,DIURNO,SERVICIO PARTICULAR,TERRESTRE,1-A,AMADO CARRILLO CAÑEDO,680.00,WGS 84,25,56,8.40,107,12,14.60,17,35,500.00,20.00,TERRACERÍA,28/05/2021,15 AÑOS,28/05/2036,MAY,2036,SI,VIGENTE,"AEROPUERTO INTERNACIONAL DE CHIHUAHUA, CHIHUAHUA",,,,,,
HP 1218,HELIPUERTO,HSD,EL SOL DE DURANGO,DURANGO,DURANGO,DIURNO,SERVICIO PARTICULAR,ELEVADO,H-1,"COMPAÑÍA PERIODISTICA EL SOL DE DURANGO, S.A. DE C.V.","1,890.50",WGS 84,24,1,42.50,104,38.00,42.86,,,,,,11/11/2009,180 DÍAS,11/05/2010,MAY,2010,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE DURANGO, DURANGO",,,,,,
SP 1219,AERÓDROMO,BSN,BAZONOPITA DE ABAJO,CHIHUAHUA,GUADALUPE Y CALVO,DIURNO,SERVICIO PARTICULAR,TERRESTRE,1-A,MUNICIPIO DE GUADALUPE Y CALVO,830.00,WGS 84,26,2,21.00,107,15,10.40,12,30,320.00,15.00,TERRACERÍA,20/08/2021,15 AÑOS,20/08/2036,AGO,2036,SI ,VIGENTE,"AEROPUERTO INTERNACIONAL DE CHIHUAHUA, CHIHUAHUA",,,,,,
SP 1220,AERÓDROMO,CIE,CIENEGA DE ARAUJO,CHIHUAHUA,GUADALUPE Y CALVO,DIURNO,SERVICIO PARTICULAR,TERRESTRE,1-A,EJIDO CIENEGA DE ARAUJO,NO DISPONIBLE,,26,0,50.43,107,16,36.28,6,24,375.00,16.00,TERRACERÍA,23/08/2021,15 AÑOS,23/08/2036,AGO,2036,SI,VIGENTE,"AEROPUERTO INTERNACIONAL DE CHIHUAHUA, CHIHUAHUA",,,,,,
SP 1221,AERÓDROMO,UDE,"UNION DE EJIDOS
(Proyecto)",SINALOA,ANGOSTURA,DIURNO,SERVICIO PARTICULAR,TERRESTRE,1-A,UNION  DE  EJIDOS  DE PRODUCCION  AGROPECUARIA  DEL MUNICIPIO  DE  ANGOSTURA,NO DISPONIBLE,WGS 84,NO DISPONIBLE,NO DISPONIBLE,NO DISPONIBLE,NO DISPONIBLE,NO DISPONIBLE,NO DISPONIBLE,NO APLICA,NO APLICA,NO DISPONIBLE,NO DISPONIBLE,TERRACERÍA,PROYECTO,,PROYECTO,ENE,2008,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE LOS MOCHIS, SINALOA",,,,,,
HP 1222,BARCO-HELIPUERTO,HLK,ISLA DE LA PIEDRA (ANTES LUPE DEL MAR),SINALOA,MAZATLÁN,DIURNO,SERVICIO PARTICULAR,HELIPUERTO MIXTO,H-1,"COMEXTUN, S.A. DE C.V.",5.00,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,,,,,,24/02/2017,15 AÑOS,24/02/2032,FEB,2032,SI,VIGENTE,"AEROPUERTO INTERNACIONAL DE MAZATLAN, SINALOA",,,,,,
HP 1223,BARCO-HELIPUERTO,HCJ,CABO SAN LUCAS,BAJA CALIFORNIA,ENSENADA,DIURNO,SERVICIO PARTICULAR,HELIPUERTO MIXTO,H-1,"ATUNERA SANTA ELENA, S.A. DE C.V.",0.00,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,,,,,,22/04/2005,180 DÍAS,22/10/2005,OCT,2005,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE ENSENADA, BAJA CALIFORNIA",,,,,,
HP 1224,HELIPUERTO,HVZ,VZ FLIGHTS,CIUDAD DE MÉXICO,MIGUEL HIDALGO,DIURNO,SERVICIO PARTICULAR Y A TERCEROS,ELEVADO,H-1,"VZ FLIGHTS, S.A. DE C.V.","2,315.00",WGS 84,19,25,41.20,99,12,23.00,,,,,,12/01/2017,15 AÑOS,12/01/2032,ENE,2032,SI,VIGENTE,"AEROPUERTO INTERNACIONAL DE LA CIUDAD DE MEXICO, CIUDAD DE MEXICO",,,,,,
SP 1225,AERÓDROMO,ACP,ACAPONETA,NAYARIT,ACAPONETA,DIURNO,SERVICIO PARTICULAR,TERRESTRE,2-A,XXXIX AYUNTAMIENTO DELMUNICIPIO DE ACAPONETA,23.00,NAD 27,22,29,6.00,105,24,19.80,NO APLICA,NO APLICA,"1,095.00",19.00,ASFALTO,14/12/2005,180 DÍAS,14/06/2006,JUN,2006,NO,INOPERATIVO,"AEROPUERTO DE TEPIC, NAYARIT",,,,,,
SP 1226,AERÓDROMO,HER,HACIENDA EL REFUGIO,COAHUILA,MUZQUIZ,DIURNO,SERVICIO PARTICULAR,TERRESTRE,2-B,DAVID GUILLERMO ZAMBRANO VILLARREAL,395.00,WGS 84,27,51,41.00,101,24,38.00,9,27,"1,000.00",14.00,ASFALTO,03/03/2015,15 AÑOS,03/03/2030,MAR,2030,NO,SIN PERMISO POR FALLECIMIEMTO DE TITULAR,"AEROPUERTO INTERNACIONAL DEL NORTE, NUEVO LEON",,,,,,
SP 1227,AERÓDROMO,DES,DESIERTO DE SONORA,SONORA,SONOITA,DIURNO,SERVICIO PARTICULAR,TERRESTRE,1-A,SERGIO BLAND RUIZ,420.00,,31,49,31.00,112,45,5.60,NO APLICA,NO APLICA,760.00,20.00,TERRACERÍA,01/03/2011,5 AÑOS,01/03/2016,MAR,2016,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE MEXICALI, BAJA CALIFORNIA",,,,,,
HP 1228,BARCO-HELIPUERTO,HMM,MARIA DEL MAR,BAJA CALIFORNIA,ENSENADA,DIURNO,SERVICIO PARTICULAR,HELIPUERTO MIXTO,H-1,"GRUPO INDUSTRIAL DE PRODUCTOS CONGELADOS, S.A. DE C.V.",0.00,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,,,,,,13/04/2004,180 DÍAS,13/10/2004,OCT,2004,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE ENSENADA, BAJA CALIFORNIA",,,,,,
HP 1229,BARCO-HELIPUERTO,HKB,AKALAN II,BAJA CALIFORNIA,ENSENADA,DIURNO,SERVICIO PARTICULAR,HELIPUERTO MIXTO,H-1,"PESQUERA AKALAN, S.A. DE C.V.",0.00,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,,,,,,09/05/2006,180 DÍAS,09/11/2006,NOV,2006,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE TIJUANA, BAJA CALIFORNIA",,,,,,
HP 1230,HELIPUERTO,HUA,HOSPITAL GENERAL DEL ISSSTE TUXTLA GUTIERREZ,CHIAPAS,TUXTLA GUTIERREZ,DIURNO,SERVICIO PARTICULAR,ELEVADO,H-1,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO (ISSSTE),544.00,WGS 84,16,44,55.40,93,4,30.50,,,,,,PROYECTO,,PROYECTO,,,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE TUXTLA GUTIERREZ, CHIAPAS",,,,,,
HP 1231,HELIPUERTO,HRP,REFORMA PLUS,CIUDAD DE MÉXICO,MIGUEL HIDALGO,DIURNO,SERVICIO PARTICULAR,ELEVADO,H-1,"REFORMA PLUS, S.A. DE C.V.","2,572.00",WGS 84,19,23,37.45,99,14,20.88,,,,,,04/12/2018,15 AÑOS ,04/12/2033,DIC,2033,SI ,VIGENTE ,"AEROPUERTO INTERNACIONAL DE LA CIUDAD DE MEXICO, CIUDAD DE MEXICO",,,,,,
SP 1232,AERÓDROMO,CYT,LA COYOTERA,SONORA,CABORCA,DIURNO,SERVICIO PARTICULAR,TERRESTRE,2-A,S.P.R. DE R.I. VEINTICINCO DE ENERO,213.00,,30,42,24.00,112,33,44.00,NO APLICA,NO APLICA,"1,200.00",26.00,TERRACERÍA,15/05/2007,5 AÑOS,15/05/2012,MAY,2012,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE NOGALES, SONORA",,,,,,
SP 1233,AERÓDROMO,LTQ,LAS TRANCAS,DURANGO,TAMAZULA,DIURNO,SERVICIO PARTICULAR,TERRESTRE,1-A,ASENCION LEON VALDES,"1,050.00",WGS 84,24,45,.14,106,38,02.45,NO APLICA,NO APLICA,600.00,20.00,TERRACERÍA,29/09/2009,180 DÍAS,29/03/2010,MAR,2010,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE DURANGO, DURANGO",,,,,,
SP 1234,AERÓDROMO,PIV,VILLA JUAREZ,SONORA,BENITO JUÁREZ,DIURNO,SERVICIO PARTICULAR,TERRESTRE,1-A,H. AYUNTAMIENTO DE BENITO JUÁREZ.,10.00,WGS 84,27,4,54.70,109,50,42.00,NO APLICA,NO APLICA,"1,060.00",12.00,ASFALTO,22/08/2014,15 AÑOS,22/08/2029,AGO,2029,SI,VIGENTE,"AEROPUERTO INTERNACIONAL DE CIUDAD OBREGON, SONORA",,,,,,
